method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,testing_planes,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,True,4,4,5,5,1,100,1000,True,0.321,0.2922,0.2922
lsh_random,True,True,4,4,5,5,1,200,1000,True,0.289,0.2798,0.2798
lsh_random,True,True,4,4,5,5,1,500,1000,True,0.3332,0.3026,0.3026
lsh_random,True,True,4,4,5,5,1,600,1000,True,0.385,0.3566,0.3566
lsh_random,True,True,4,4,5,5,1,750,1000,True,0.2766,0.2686,0.2686
lsh_random,True,True,4,4,5,5,1,1000,1000,True,0.3608,0.346,0.346
lsh_random,True,True,4,4,5,5,1,1250,1000,True,0.2962,0.2558,0.2558
lsh_random,True,True,4,4,5,5,1,1500,1000,True,0.285,0.2706,0.2706
lsh_random,True,True,4,4,5,5,1,1750,1000,True,0.2272,0.2394,0.2394
lsh_random,True,True,4,4,5,5,1,2000,1000,True,0.2364,0.2222,0.2222
