method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,testing_planes,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,True,4,4,5,5,2,100,1000,True,0.3018,0.2832,0.2832
lsh_random,True,True,4,4,5,5,2,200,1000,True,0.3012,0.239,0.239
lsh_random,True,True,4,4,5,5,2,500,1000,True,0.3056,0.304,0.304
lsh_random,True,True,4,4,5,5,2,600,1000,True,0.3336,0.3322,0.3322
lsh_random,True,True,4,4,5,5,2,750,1000,True,0.349,0.353,0.353
lsh_random,True,True,4,4,5,5,2,1000,1000,True,0.3212,0.311,0.311
lsh_random,True,True,4,4,5,5,2,1250,1000,True,0.2984,0.289,0.289
lsh_random,True,True,4,4,5,5,2,1500,1000,True,0.2388,0.2356,0.2356
lsh_random,True,True,4,4,5,5,2,1750,1000,True,0.352,0.3468,0.3468
lsh_random,True,True,4,4,5,5,2,2000,1000,True,0.3292,0.3294,0.3294
