method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,testing_planes,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,True,3,20,5,5,2,100,1000,True,0.9974,0.6414,0.6414
lsh_random,True,True,3,20,5,10,2,100,1000,True,0.8482,0.5714,0.5714
lsh_random,True,True,3,20,5,20,2,100,1000,True,0.8068,0.4464,0.4464
lsh_random,True,True,3,20,5,50,2,100,1000,True,0.708,0.3016,0.3016
lsh_random,True,True,3,20,5,100,2,100,1000,True,0.6286,0.2036,0.2036
lsh_random,True,True,3,20,5,200,2,100,1000,True,0.5472,0.1628,0.1628
lsh_random,True,True,3,20,5,500,2,100,1000,True,0.4118,0.067,0.067
lsh_random,True,True,3,20,5,5,2,200,1000,True,0.8276,0.735,0.735
lsh_random,True,True,3,20,5,10,2,200,1000,True,0.9068,0.6692,0.6692
lsh_random,True,True,3,20,5,20,2,200,1000,True,0.8342,0.563,0.563
lsh_random,True,True,3,20,5,50,2,200,1000,True,0.8038,0.4632,0.4632
lsh_random,True,True,3,20,5,100,2,200,1000,True,0.6152,0.2992,0.2992
lsh_random,True,True,3,20,5,200,2,200,1000,True,0.5508,0.245,0.245
lsh_random,True,True,3,20,5,500,2,200,1000,True,0.4368,0.1662,0.1662
lsh_random,True,True,3,20,5,5,2,500,1000,True,1.0,0.9568,0.9568
lsh_random,True,True,3,20,5,10,2,500,1000,True,0.907,0.8614,0.8614
lsh_random,True,True,3,20,5,20,2,500,1000,True,0.8526,0.7036,0.7036
lsh_random,True,True,3,20,5,50,2,500,1000,True,0.7308,0.5302,0.5298
lsh_random,True,True,3,20,5,100,2,500,1000,True,0.646,0.4844,0.4844
lsh_random,True,True,3,20,5,200,2,500,1000,True,0.5156,0.3468,0.3468
lsh_random,True,True,3,20,5,500,2,500,1000,True,0.4292,0.2774,0.2774
lsh_random,True,True,3,20,5,5,2,600,1000,True,0.9616,0.8486,0.8486
lsh_random,True,True,3,20,5,10,2,600,1000,True,0.7798,0.6504,0.6504
lsh_random,True,True,3,20,5,20,2,600,1000,True,0.75,0.6698,0.6698
lsh_random,True,True,3,20,5,50,2,600,1000,True,0.7286,0.5428,0.5428
lsh_random,True,True,3,20,5,100,2,600,1000,True,0.6144,0.4896,0.4896
lsh_random,True,True,3,20,5,200,2,600,1000,True,0.5288,0.3714,0.3714
lsh_random,True,True,3,20,5,500,2,600,1000,True,0.424,0.2776,0.2776
lsh_random,True,True,3,20,5,5,2,750,1000,True,0.8092,0.7956,0.7956
lsh_random,True,True,3,20,5,10,2,750,1000,True,0.9314,0.8996,0.8996
lsh_random,True,True,3,20,5,20,2,750,1000,True,0.8218,0.7378,0.7378
lsh_random,True,True,3,20,5,50,2,750,1000,True,0.7262,0.6526,0.6526
lsh_random,True,True,3,20,5,100,2,750,1000,True,0.64,0.5176,0.5176
lsh_random,True,True,3,20,5,200,2,750,1000,True,0.5446,0.4254,0.4248
lsh_random,True,True,3,20,5,500,2,750,1000,True,0.4074,0.2788,0.2788
lsh_random,True,True,3,20,5,5,2,1000,1000,True,0.9304,0.9304,0.9304
lsh_random,True,True,3,20,5,10,2,1000,1000,True,0.9516,0.9002,0.9002
lsh_random,True,True,3,20,5,20,2,1000,1000,True,0.8286,0.7918,0.7918
lsh_random,True,True,3,20,5,50,2,1000,1000,True,0.6852,0.5972,0.5972
lsh_random,True,True,3,20,5,100,2,1000,1000,True,0.6284,0.5334,0.5334
lsh_random,True,True,3,20,5,200,2,1000,1000,True,0.6114,0.494,0.494
lsh_random,True,True,3,20,5,500,2,1000,1000,True,0.4248,0.3134,0.3134
lsh_random,True,True,3,20,5,5,2,1250,1000,True,0.9362,0.9142,0.9142
lsh_random,True,True,3,20,5,10,2,1250,1000,True,0.9404,0.8942,0.8942
lsh_random,True,True,3,20,5,20,2,1250,1000,True,0.7058,0.6526,0.6526
lsh_random,True,True,3,20,5,50,2,1250,1000,True,0.7362,0.6694,0.6694
lsh_random,True,True,3,20,5,100,2,1250,1000,True,0.6068,0.5336,0.5336
lsh_random,True,True,3,20,5,200,2,1250,1000,True,0.5644,0.4762,0.4762
lsh_random,True,True,3,20,5,500,2,1250,1000,True,0.4504,0.361,0.361
lsh_random,True,True,3,20,5,5,2,1500,1000,True,0.9258,0.9632,0.9632
lsh_random,True,True,3,20,5,10,2,1500,1000,True,0.9172,0.8678,0.8678
lsh_random,True,True,3,20,5,20,2,1500,1000,True,0.7306,0.6288,0.6288
lsh_random,True,True,3,20,5,50,2,1500,1000,True,0.7746,0.7114,0.7114
lsh_random,True,True,3,20,5,100,2,1500,1000,True,0.6492,0.5668,0.5668
lsh_random,True,True,3,20,5,200,2,1500,1000,True,0.5432,0.4632,0.4632
lsh_random,True,True,3,20,5,500,2,1500,1000,True,0.4258,0.3692,0.3692
lsh_random,True,True,3,20,5,5,2,1750,1000,True,0.93,0.8594,0.8594
lsh_random,True,True,3,20,5,10,2,1750,1000,True,0.954,0.9022,0.9022
