method,model_classes,model_supports,testing_classes,testing_supports,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_one_rest,10,1,100,True,5,1,True,0.781,0.531,0.812
lsh_one_rest,10,1,100,True,5,5,True,0.793,0.743,0.75
lsh_one_rest,10,1,100,True,5,10,True,0.699,0.614,0.728
lsh_one_rest,10,1,100,True,10,1,True,0.536,0.353,0.605
lsh_one_rest,10,1,100,True,10,5,True,0.68,0.448,0.77
lsh_one_rest,10,1,100,True,10,10,True,0.483,0.342,0.553
lsh_one_rest,10,1,100,True,20,1,True,0.562,0.231,0.228
lsh_one_rest,10,1,100,True,20,5,True,0.52,0.311,0.542
lsh_one_rest,10,1,100,True,20,10,True,0.498,0.365,0.559
lsh_one_rest,10,1,200,True,5,1,True,0.696,0.438,0.68
lsh_one_rest,10,1,200,True,5,5,True,0.706,0.564,0.695
lsh_one_rest,10,1,200,True,5,10,True,0.59,0.44,0.605
lsh_one_rest,10,1,200,True,10,1,True,0.657,0.213,0.121
lsh_one_rest,10,1,200,True,10,5,True,0.668,0.488,0.706
lsh_one_rest,10,1,200,True,10,10,True,0.603,0.461,0.592
lsh_one_rest,10,1,200,True,20,1,True,0.496,0.104,0.089
lsh_one_rest,10,1,200,True,20,5,True,0.503,0.325,0.58
lsh_one_rest,10,1,200,True,20,10,True,0.45,0.289,0.491
lsh_one_rest,10,1,500,False,5,1,True,0.905,0.194,0.097
lsh_one_rest,10,1,500,False,5,5,True,0.907,0.749,0.907
lsh_one_rest,10,1,500,False,5,10,True,0.688,0.49,0.703
lsh_one_rest,10,1,500,False,10,1,True,0.598,0.098,0.093
lsh_one_rest,10,1,500,False,10,5,True,0.581,0.446,0.69
lsh_one_rest,10,1,500,False,10,10,True,0.447,0.305,0.494
lsh_one_rest,10,1,500,False,20,1,True,0.528,0.054,0.029
lsh_one_rest,10,1,500,False,20,5,True,0.484,0.207,0.206
lsh_one_rest,10,1,500,False,20,10,True,0.599,0.37,0.657
lsh_one_rest,10,1,500,True,5,1,True,0.698,0.21,0.014
lsh_one_rest,10,1,500,True,5,5,True,0.836,0.605,0.866
lsh_one_rest,10,1,500,True,5,10,True,0.554,0.497,0.633
lsh_one_rest,10,1,500,True,10,1,True,0.782,0.104,0.0
lsh_one_rest,10,1,500,True,10,5,True,0.577,0.329,0.612
lsh_one_rest,10,1,500,True,10,10,True,0.725,0.415,0.729
lsh_one_rest,10,1,500,True,20,1,True,0.612,0.066,0.028
lsh_one_rest,10,1,500,True,20,5,True,0.667,0.354,0.451
lsh_one_rest,10,1,500,True,20,10,True,0.632,0.303,0.589
lsh_one_rest,10,1,200,False,5,1,True,0.429,0.297,0.338
lsh_one_rest,10,1,200,False,5,5,True,0.612,0.664,0.657
lsh_one_rest,10,1,200,False,5,10,True,0.747,0.69,0.746
lsh_one_rest,10,1,200,False,10,1,True,0.51,0.206,0.222
lsh_one_rest,10,1,200,False,10,5,True,0.549,0.434,0.578
lsh_one_rest,10,1,200,False,10,10,True,0.54,0.439,0.553
lsh_one_rest,10,1,200,False,20,1,True,0.543,0.142,0.081
lsh_one_rest,10,1,200,False,20,5,True,0.515,0.358,0.536
lsh_one_rest,10,1,200,False,20,10,True,0.533,0.366,0.574
lsh_one_rest,10,1,2000,True,5,1,True,0.785,0.199,0.199
lsh_one_rest,10,1,2000,True,5,5,True,0.623,0.39,0.379
lsh_one_rest,10,1,2000,True,5,10,True,0.931,0.835,0.931
lsh_one_rest,10,1,2000,True,10,1,True,0.755,0.109,0.046
lsh_one_rest,10,1,2000,True,10,5,True,0.612,0.225,0.214
lsh_one_rest,10,1,2000,True,10,10,True,0.681,0.256,0.712
lsh_one_rest,10,1,2000,True,20,1,True,0.596,0.051,0.051
lsh_one_rest,10,1,2000,True,20,5,True,0.553,0.062,0.024
lsh_one_rest,10,1,2000,True,20,10,True,0.523,0.122,0.122
lsh_one_rest,10,1,1000,True,5,1,True,0.958,0.188,0.0
lsh_one_rest,10,1,1000,True,5,5,True,0.749,0.622,0.764
lsh_one_rest,10,1,1000,True,5,10,True,0.659,0.59,0.696
lsh_one_rest,10,1,1000,True,10,1,True,0.729,0.122,0.112
lsh_one_rest,10,1,1000,True,10,5,True,0.595,0.34,0.331
lsh_one_rest,10,1,1000,True,10,10,True,0.617,0.357,0.699
lsh_one_rest,10,1,1000,True,20,1,True,0.576,0.053,0.0
lsh_one_rest,10,1,1000,True,20,5,True,0.503,0.071,0.11
lsh_one_rest,10,1,1000,True,20,10,True,0.602,0.176,0.645
lsh_one_rest,10,1,100,False,5,1,True,0.753,0.734,0.779
lsh_one_rest,10,1,100,False,5,5,True,0.863,0.833,0.868
lsh_one_rest,10,1,100,False,5,10,True,0.638,0.635,0.656
lsh_one_rest,10,1,100,False,10,1,True,0.663,0.224,0.154
lsh_one_rest,10,1,100,False,10,5,True,0.545,0.509,0.631
lsh_one_rest,10,1,100,False,10,10,True,0.764,0.589,0.718
lsh_one_rest,10,1,100,False,20,1,True,0.448,0.082,0.089
lsh_one_rest,10,1,100,False,20,5,True,0.403,0.345,0.455
lsh_one_rest,10,1,100,False,20,10,True,0.533,0.353,0.521
lsh_one_rest,10,1,1000,False,5,1,True,0.73,0.212,0.092
lsh_one_rest,10,1,1000,False,5,5,True,0.73,0.326,0.69
lsh_one_rest,10,1,1000,False,5,10,True,0.701,0.473,0.707
