method,model_classes,model_supports,testing_classes,testing_supports,testing_planes,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,10,1,100,True,5,1,100,True,0.66,0.429,0.552
lsh_random,10,1,100,True,5,5,100,True,0.876,0.669,0.559
lsh_random,10,1,100,True,5,10,100,True,0.412,0.447,0.445
lsh_random,10,1,100,True,10,1,100,True,0.588,0.408,0.413
lsh_random,10,1,100,True,10,5,100,True,0.523,0.296,0.354
lsh_random,10,1,100,True,10,10,100,True,0.442,0.293,0.298
lsh_random,10,1,100,True,20,1,100,True,0.545,0.245,0.258
lsh_random,10,1,100,True,20,5,100,True,0.411,0.207,0.224
lsh_random,10,1,100,True,20,10,100,True,0.457,0.262,0.271
lsh_random,10,1,100,True,5,1,200,True,0.713,0.58,0.58
lsh_random,10,1,100,True,5,5,200,True,0.783,0.606,0.551
lsh_random,10,1,100,True,5,10,200,True,0.731,0.696,0.699
lsh_random,10,1,100,True,10,1,200,True,0.596,0.36,0.407
lsh_random,10,1,100,True,10,5,200,True,0.6,0.414,0.495
lsh_random,10,1,100,True,10,10,200,True,0.65,0.56,0.568
lsh_random,10,1,100,True,20,1,200,True,0.53,0.312,0.334
lsh_random,10,1,100,True,20,5,200,True,0.594,0.343,0.378
lsh_random,10,1,100,True,20,10,200,True,0.44,0.317,0.33
lsh_random,10,1,100,True,5,1,500,True,0.772,0.74,0.722
lsh_random,10,1,100,True,5,5,500,True,0.896,0.766,0.778
lsh_random,10,1,100,True,5,10,500,True,0.688,0.662,0.697
lsh_random,10,1,100,True,10,1,500,True,0.453,0.372,0.377
lsh_random,10,1,100,True,10,5,500,True,0.448,0.34,0.403
lsh_random,10,1,100,True,10,10,500,True,0.687,0.563,0.608
lsh_random,10,1,100,True,20,1,500,True,0.519,0.459,0.489
lsh_random,10,1,100,True,20,5,500,True,0.558,0.511,0.555
lsh_random,10,1,100,True,20,10,500,True,0.509,0.517,0.509
lsh_random,10,1,100,True,5,1,1000,True,0.671,0.666,0.658
lsh_random,10,1,100,True,5,5,1000,True,0.685,0.668,0.699
lsh_random,10,1,100,True,5,10,1000,True,0.859,0.845,0.863
lsh_random,10,1,100,True,10,1,1000,True,0.646,0.614,0.609
lsh_random,10,1,100,True,10,5,1000,True,0.561,0.555,0.576
lsh_random,10,1,100,True,10,10,1000,True,0.481,0.44,0.454
lsh_random,10,1,100,True,20,1,1000,True,0.456,0.465,0.433
lsh_random,10,1,100,True,20,5,1000,True,0.493,0.454,0.463
lsh_random,10,1,100,True,20,10,1000,True,0.533,0.497,0.507
lsh_random,10,1,200,True,5,1,100,True,0.848,0.657,0.685
lsh_random,10,1,200,True,5,5,100,True,0.573,0.495,0.541
lsh_random,10,1,200,True,5,10,100,True,0.89,0.63,0.636
lsh_random,10,1,200,True,10,1,100,True,0.596,0.432,0.426
lsh_random,10,1,200,True,10,5,100,True,0.627,0.325,0.38
lsh_random,10,1,200,True,10,10,100,True,0.566,0.295,0.356
lsh_random,10,1,200,True,20,1,100,True,0.399,0.197,0.229
lsh_random,10,1,200,True,20,5,100,True,0.553,0.311,0.346
lsh_random,10,1,200,True,20,10,100,True,0.499,0.32,0.312
lsh_random,10,1,200,True,5,1,200,True,0.623,0.579,0.576
lsh_random,10,1,200,True,5,5,200,True,0.63,0.567,0.552
lsh_random,10,1,200,True,5,10,200,True,0.823,0.642,0.736
