method,model_classes,model_supports,testing_classes,testing_supports,testing_planes,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,6,100,1,2,1,100,True,0.471,0.471,0.471
lsh_random,True,6,100,1,2,5,100,True,0.529,0.529,0.529
lsh_random,True,6,100,1,2,10,100,True,0.508,0.508,0.508
lsh_random,True,6,100,1,4,1,100,True,0.258,0.258,0.258
lsh_random,True,6,100,1,4,5,100,True,0.234,0.234,0.234
lsh_random,True,6,100,1,4,10,100,True,0.26,0.26,0.26
lsh_random,True,6,100,1,2,1,200,True,0.482,0.482,0.482
lsh_random,True,6,100,1,2,5,200,True,0.48,0.48,0.48
lsh_random,True,6,100,1,2,10,200,True,0.481,0.481,0.481
lsh_random,True,6,100,1,4,1,200,True,0.248,0.248,0.248
lsh_random,True,6,100,1,4,5,200,True,0.254,0.254,0.254
lsh_random,True,6,100,1,4,10,200,True,0.26,0.26,0.26
lsh_random,True,6,100,1,2,1,500,True,0.499,0.499,0.499
lsh_random,True,6,100,1,2,5,500,True,0.503,0.503,0.503
lsh_random,True,6,100,1,2,10,500,True,0.503,0.503,0.503
lsh_random,True,6,100,1,4,1,500,True,0.268,0.268,0.268
lsh_random,True,6,100,1,4,5,500,True,0.25,0.25,0.25
lsh_random,True,6,100,1,4,10,500,True,0.249,0.249,0.249
lsh_random,True,6,100,1,2,1,1000,True,0.487,0.487,0.487
lsh_random,True,6,100,1,2,5,1000,True,0.531,0.531,0.531
lsh_random,True,6,100,1,2,10,1000,True,0.495,0.495,0.495
lsh_random,True,6,100,1,4,1,1000,True,0.243,0.243,0.243
lsh_random,True,6,100,1,4,5,1000,True,0.256,0.256,0.256
lsh_random,True,6,100,1,4,10,1000,True,0.255,0.255,0.255
lsh_random,False,6,200,1,2,1,100,True,0.48,0.48,0.48
lsh_random,False,6,200,1,2,5,100,True,0.512,0.512,0.512
lsh_random,False,6,200,1,2,10,100,True,0.509,0.509,0.509
lsh_random,False,6,200,1,4,1,100,True,0.232,0.232,0.232
lsh_random,False,6,200,1,4,5,100,True,0.219,0.219,0.219
lsh_random,False,6,200,1,4,10,100,True,0.234,0.234,0.234
lsh_random,False,6,200,1,2,1,200,True,0.509,0.509,0.509
lsh_random,False,6,200,1,2,5,200,True,0.496,0.496,0.496
lsh_random,False,6,200,1,2,10,200,True,0.485,0.485,0.485
lsh_random,False,6,200,1,4,1,200,True,0.282,0.282,0.282
lsh_random,False,6,200,1,4,5,200,True,0.249,0.249,0.249
lsh_random,False,6,200,1,4,10,200,True,0.263,0.263,0.263
lsh_random,False,6,200,1,2,1,500,True,0.47,0.47,0.47
lsh_random,False,6,200,1,2,5,500,True,0.497,0.497,0.497
lsh_random,False,6,200,1,2,10,500,True,0.493,0.493,0.493
lsh_random,False,6,200,1,4,1,500,True,0.242,0.242,0.242
lsh_random,False,6,200,1,4,5,500,True,0.232,0.232,0.232
lsh_random,False,6,200,1,4,10,500,True,0.252,0.252,0.252
lsh_random,False,6,200,1,2,1,1000,True,0.508,0.508,0.508
lsh_random,False,6,200,1,2,5,1000,True,0.509,0.509,0.509
lsh_random,False,6,200,1,2,10,1000,True,0.5,0.5,0.5
lsh_random,False,6,200,1,4,1,1000,True,0.261,0.261,0.261
lsh_random,False,6,200,1,4,5,1000,True,0.269,0.269,0.269
lsh_random,False,6,200,1,4,10,1000,True,0.251,0.251,0.251
lsh_random,False,6,1000,1,2,1,100,True,0.512,0.512,0.512
lsh_random,False,6,1000,1,2,5,100,True,0.481,0.481,0.481
lsh_random,False,6,1000,1,2,10,100,True,0.498,0.498,0.498
lsh_random,False,6,1000,1,4,1,100,True,0.265,0.265,0.265
lsh_random,False,6,1000,1,4,5,100,True,0.265,0.265,0.265
lsh_random,False,6,1000,1,4,10,100,True,0.25,0.25,0.25
lsh_random,False,6,1000,1,2,1,200,True,0.513,0.513,0.513
lsh_random,False,6,1000,1,2,5,200,True,0.515,0.515,0.515
lsh_random,False,6,1000,1,2,10,200,True,0.51,0.51,0.51
lsh_random,False,6,1000,1,4,1,200,True,0.25,0.25,0.25
lsh_random,False,6,1000,1,4,5,200,True,0.249,0.249,0.249
lsh_random,False,6,1000,1,4,10,200,True,0.237,0.237,0.237
lsh_random,False,6,1000,1,2,1,500,True,0.532,0.532,0.532
lsh_random,False,6,1000,1,2,5,500,True,0.512,0.512,0.512
lsh_random,False,6,1000,1,2,10,500,True,0.483,0.483,0.483
lsh_random,False,6,1000,1,4,1,500,True,0.254,0.254,0.254
lsh_random,False,6,1000,1,4,5,500,True,0.25,0.25,0.25
lsh_random,False,6,1000,1,4,10,500,True,0.247,0.247,0.247
lsh_random,False,6,1000,1,2,1,1000,True,0.516,0.516,0.516
lsh_random,False,6,1000,1,2,5,1000,True,0.498,0.498,0.498
lsh_random,False,6,1000,1,2,10,1000,True,0.522,0.522,0.522
lsh_random,False,6,1000,1,4,1,1000,True,0.255,0.255,0.255
lsh_random,False,6,1000,1,4,5,1000,True,0.218,0.218,0.218
lsh_random,False,6,1000,1,4,10,1000,True,0.238,0.238,0.238
lsh_random,False,6,500,1,2,1,100,True,0.523,0.523,0.523
lsh_random,False,6,500,1,2,5,100,True,0.519,0.519,0.519
lsh_random,False,6,500,1,2,10,100,True,0.494,0.494,0.494
lsh_random,False,6,500,1,4,1,100,True,0.232,0.232,0.232
lsh_random,False,6,500,1,4,5,100,True,0.241,0.241,0.241
lsh_random,False,6,500,1,4,10,100,True,0.268,0.268,0.268
lsh_random,False,6,500,1,2,1,200,True,0.534,0.534,0.534
lsh_random,False,6,500,1,2,5,200,True,0.468,0.468,0.468
lsh_random,False,6,500,1,2,10,200,True,0.512,0.512,0.512
lsh_random,False,6,500,1,4,1,200,True,0.257,0.257,0.257
lsh_random,False,6,500,1,4,5,200,True,0.221,0.221,0.221
lsh_random,False,6,500,1,4,10,200,True,0.252,0.252,0.252
lsh_random,False,6,500,1,2,1,500,True,0.498,0.498,0.498
lsh_random,False,6,500,1,2,5,500,True,0.485,0.485,0.485
lsh_random,False,6,500,1,2,10,500,True,0.515,0.515,0.515
lsh_random,False,6,500,1,4,1,500,True,0.246,0.246,0.246
lsh_random,False,6,500,1,4,5,500,True,0.256,0.256,0.256
lsh_random,False,6,500,1,4,10,500,True,0.228,0.228,0.228
lsh_random,False,6,500,1,2,1,1000,True,0.504,0.504,0.504
lsh_random,False,6,500,1,2,5,1000,True,0.505,0.505,0.505
lsh_random,False,6,500,1,2,10,1000,True,0.509,0.509,0.509
lsh_random,False,6,500,1,4,1,1000,True,0.278,0.278,0.278
lsh_random,False,6,500,1,4,5,1000,True,0.264,0.264,0.264
lsh_random,False,6,500,1,4,10,1000,True,0.246,0.246,0.246
lsh_random,True,6,500,1,2,1,100,True,0.523,0.523,0.523
lsh_random,True,6,500,1,2,5,100,True,0.47,0.47,0.47
lsh_random,True,6,500,1,2,10,100,True,0.502,0.502,0.502
lsh_random,True,6,500,1,4,1,100,True,0.252,0.252,0.252
lsh_random,True,6,500,1,4,5,100,True,0.244,0.244,0.244
