method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,testing_planes,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,True,3,20,5,5,1,100,1000,True,0.7754,0.6548,0.6548
lsh_random,True,True,3,20,5,5,2,100,1000,True,0.9974,0.6414,0.6414
lsh_random,True,True,3,20,5,5,5,100,1000,True,0.9186,0.5796,0.5796
lsh_random,True,True,3,20,5,5,10,100,1000,True,0.986,0.7056,0.7056
lsh_random,True,True,3,20,5,10,1,100,1000,True,0.9346,0.6442,0.6442
lsh_random,True,True,3,20,5,10,2,100,1000,True,0.8482,0.5714,0.5714
lsh_random,True,True,3,20,5,10,5,100,1000,True,0.9608,0.5664,0.5664
lsh_random,True,True,3,20,5,10,10,100,1000,True,0.7784,0.448,0.448
lsh_random,True,True,3,20,5,20,1,100,1000,True,0.872,0.4658,0.4658
lsh_random,True,True,3,20,5,20,2,100,1000,True,0.8068,0.4464,0.4464
lsh_random,True,True,3,20,5,20,5,100,1000,True,0.8516,0.3454,0.3454
lsh_random,True,True,3,20,5,20,10,100,1000,True,0.7708,0.4634,0.4634
lsh_random,True,True,3,20,5,50,1,100,1000,True,0.7832,0.3724,0.3724
lsh_random,True,True,3,20,5,50,2,100,1000,True,0.708,0.3016,0.3016
lsh_random,True,True,3,20,5,50,5,100,1000,True,0.7404,0.2472,0.2472
lsh_random,True,True,3,20,5,50,10,100,1000,True,0.702,0.2414,0.2414
lsh_random,True,True,3,20,5,100,1,100,1000,True,0.5972,0.1846,0.1846
lsh_random,True,True,3,20,5,100,2,100,1000,True,0.6286,0.2036,0.2036
lsh_random,True,True,3,20,5,100,5,100,1000,True,0.6028,0.158,0.158
lsh_random,True,True,3,20,5,100,10,100,1000,True,0.6274,0.1962,0.1962
lsh_random,True,True,3,20,5,200,1,100,1000,True,0.5114,0.1172,0.1172
lsh_random,True,True,3,20,5,200,2,100,1000,True,0.5472,0.1628,0.1628
lsh_random,True,True,3,20,5,200,5,100,1000,True,0.5436,0.1564,0.1568
lsh_random,True,True,3,20,5,200,10,100,1000,True,0.5478,0.1528,0.1528
lsh_random,True,True,3,20,5,500,1,100,1000,True,0.3996,0.0898,0.0898
lsh_random,True,True,3,20,5,500,2,100,1000,True,0.4118,0.067,0.067
lsh_random,True,True,3,20,5,500,5,100,1000,True,0.432,0.091,0.091
lsh_random,True,True,3,20,5,500,10,100,1000,True,0.4078,0.083,0.083
lsh_random,True,True,3,20,5,5,1,200,1000,True,0.9472,0.7262,0.7262
lsh_random,True,True,3,20,5,5,2,200,1000,True,0.8276,0.735,0.735
lsh_random,True,True,3,20,5,5,5,200,1000,True,0.947,0.9336,0.9336
lsh_random,True,True,3,20,5,5,10,200,1000,True,0.9646,0.8676,0.8676
lsh_random,True,True,3,20,5,10,1,200,1000,True,0.948,0.7178,0.7178
lsh_random,True,True,3,20,5,10,2,200,1000,True,0.9068,0.6692,0.6692
lsh_random,True,True,3,20,5,10,5,200,1000,True,0.8248,0.6642,0.6642
