method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_one_rest,True,True,3,5,5,5,1,1000,True,0.8332,0.6656,0.7904
lsh_one_rest,True,True,3,5,5,5,2,1000,True,0.8482,0.71,0.8162
lsh_one_rest,True,True,3,5,5,5,5,1000,True,0.9044,0.889,0.918
lsh_one_rest,True,True,3,5,5,5,10,1000,True,0.922,0.9042,0.946
