method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_one_rest,True,True,3,3,5,5,1,1000,True,0.206,0.2402,0.2268
lsh_one_rest,True,True,3,3,5,5,2,1000,True,0.186,0.1936,0.1826
lsh_one_rest,True,True,3,3,5,5,5,1000,True,0.188,0.1764,0.1686
lsh_one_rest,True,True,3,3,5,5,10,1000,True,0.197,0.2156,0.217
