method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,model_planes,model_plane_training,testing_classes,testing_supports,testing_planes,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,True,4,20,5,1000,False,5,1,750,1000,True,0.671,0.522,0.522
lsh_random,True,True,4,20,5,1000,False,10,1,750,1000,True,0.338,0.279,0.279
lsh_random,True,True,4,20,5,1000,False,20,1,750,1000,True,0.17,0.111,0.111
lsh_random,True,True,4,20,5,1000,False,50,1,750,1000,True,0.131,0.051,0.051
lsh_random,True,True,4,20,5,1000,False,100,1,750,1000,True,0.093,0.079,0.079
lsh_random,True,True,4,20,5,1000,False,200,1,750,1000,True,0.049,0.031,0.031
lsh_random,True,True,4,20,5,1000,False,500,1,750,1000,True,0.026,0.014,0.014
lsh_random,True,True,4,20,5,1000,False,5,2,750,1000,True,0.393,0.394,0.394
lsh_random,True,True,4,20,5,1000,False,10,2,750,1000,True,0.269,0.286,0.283
lsh_random,True,True,4,20,5,1000,False,20,2,750,1000,True,0.19,0.197,0.197
lsh_random,True,True,4,20,5,1000,False,50,2,750,1000,True,0.131,0.075,0.075
lsh_random,True,True,4,20,5,1000,False,100,2,750,1000,True,0.098,0.07,0.07
lsh_random,True,True,4,20,5,1000,False,200,2,750,1000,True,0.064,0.03,0.03
lsh_random,True,True,4,20,5,1000,False,500,2,750,1000,True,0.035,0.021,0.021
lsh_random,True,True,4,20,5,1000,False,5,5,750,1000,True,0.428,0.323,0.323
lsh_random,True,True,4,20,5,1000,False,10,5,750,1000,True,0.388,0.261,0.261
lsh_random,True,True,4,20,5,1000,False,20,5,750,1000,True,0.268,0.263,0.263
lsh_random,True,True,4,20,5,1000,False,50,5,750,1000,True,0.122,0.086,0.086
lsh_random,True,True,4,20,5,1000,False,100,5,750,1000,True,0.119,0.066,0.066
lsh_random,True,True,4,20,5,1000,False,200,5,750,1000,True,0.06,0.033,0.033
lsh_random,True,True,4,20,5,1000,False,500,5,750,1000,True,0.027,0.019,0.019
lsh_random,True,True,4,20,5,1000,False,5,10,750,1000,True,0.523,0.578,0.578
lsh_random,True,True,4,20,5,1000,False,10,10,750,1000,True,0.215,0.225,0.225
lsh_random,True,True,4,20,5,1000,False,20,10,750,1000,True,0.226,0.166,0.164
lsh_random,True,True,4,20,5,1000,False,50,10,750,1000,True,0.162,0.083,0.083
lsh_random,True,True,4,20,5,1000,False,100,10,750,1000,True,0.095,0.057,0.057
lsh_random,True,True,4,20,5,1000,False,200,10,750,1000,True,0.065,0.046,0.046
lsh_random,True,True,4,20,5,1000,False,500,10,750,1000,True,0.047,0.024,0.024
