method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,testing_planes,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,True,3,5,5,5,5,100,1000,True,0.9044,0.6436,0.645
lsh_random,True,True,3,5,5,5,5,200,1000,True,0.9044,0.8198,0.8212
lsh_random,True,True,3,5,5,5,5,500,1000,True,0.9044,0.832,0.832
lsh_random,True,True,3,5,5,5,5,600,1000,True,0.9044,0.8772,0.8784
lsh_random,True,True,3,5,5,5,5,750,1000,True,0.9044,0.8684,0.8684
lsh_random,True,True,3,5,5,5,5,1000,1000,True,0.9044,0.8976,0.899
lsh_random,True,True,3,5,5,5,5,1250,1000,True,0.9044,0.8846,0.886
lsh_random,True,True,3,5,5,5,5,1500,1000,True,0.9044,0.88,0.8814
lsh_random,True,True,3,5,5,5,5,1750,1000,True,0.9044,0.8768,0.8782
lsh_random,True,True,3,5,5,5,5,2000,1000,True,0.9044,0.896,0.8972
