method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_one_rest,True,True,4,5,5,5,1,1000,True,0.6798,0.6066,0.6496
lsh_one_rest,True,True,4,5,5,5,2,1000,True,0.8058,0.778,0.8114
lsh_one_rest,True,True,4,5,5,5,5,1000,True,0.8526,0.8148,0.8294
lsh_one_rest,True,True,4,5,5,5,10,1000,True,0.8988,0.8834,0.901
