method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,testing_planes,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,True,3,20,5,5,10,100,1000,True,0.8884,0.9286,0.9286
lsh_random,True,True,3,20,5,10,10,100,1000,True,0.936,0.6196,0.6196
lsh_random,True,True,3,20,5,20,10,100,1000,True,0.8598,0.6646,0.6646
lsh_random,True,True,3,20,5,50,10,100,1000,True,0.7712,0.5064,0.5064
lsh_random,True,True,3,20,5,100,10,100,1000,True,0.6708,0.3708,0.3708
lsh_random,True,True,3,20,5,200,10,100,1000,True,0.631,0.2992,0.2992
lsh_random,True,True,3,20,5,500,10,100,1000,True,0.4926,0.217,0.217
lsh_random,True,True,3,20,5,5,10,200,1000,True,0.8884,0.7842,0.7842
lsh_random,True,True,3,20,5,10,10,200,1000,True,0.936,0.8332,0.8332
lsh_random,True,True,3,20,5,20,10,200,1000,True,0.8598,0.7124,0.7124
lsh_random,True,True,3,20,5,50,10,200,1000,True,0.7712,0.5604,0.5604
lsh_random,True,True,3,20,5,100,10,200,1000,True,0.6708,0.5018,0.5018
lsh_random,True,True,3,20,5,200,10,200,1000,True,0.631,0.4238,0.4238
lsh_random,True,True,3,20,5,500,10,200,1000,True,0.4926,0.2956,0.2956
lsh_random,True,True,3,20,5,5,10,500,1000,True,0.8884,0.9222,0.9222
lsh_random,True,True,3,20,5,10,10,500,1000,True,0.936,0.8998,0.8998
lsh_random,True,True,3,20,5,20,10,500,1000,True,0.8598,0.7984,0.7984
lsh_random,True,True,3,20,5,50,10,500,1000,True,0.7712,0.701,0.701
lsh_random,True,True,3,20,5,100,10,500,1000,True,0.6708,0.6008,0.6008
lsh_random,True,True,3,20,5,200,10,500,1000,True,0.631,0.5472,0.5472
lsh_random,True,True,3,20,5,500,10,500,1000,True,0.4926,0.4026,0.4026
lsh_random,True,True,3,20,5,5,10,600,1000,True,0.8884,0.8676,0.8676
lsh_random,True,True,3,20,5,10,10,600,1000,True,0.936,0.89,0.89
lsh_random,True,True,3,20,5,20,10,600,1000,True,0.8598,0.841,0.841
lsh_random,True,True,3,20,5,50,10,600,1000,True,0.7712,0.6962,0.6962
lsh_random,True,True,3,20,5,100,10,600,1000,True,0.6708,0.6092,0.6092
lsh_random,True,True,3,20,5,200,10,600,1000,True,0.631,0.553,0.553
lsh_random,True,True,3,20,5,500,10,600,1000,True,0.4926,0.4064,0.4064
lsh_random,True,True,3,20,5,5,10,750,1000,True,0.8884,0.8144,0.8144
lsh_random,True,True,3,20,5,10,10,750,1000,True,0.936,0.939,0.939
lsh_random,True,True,3,20,5,20,10,750,1000,True,0.8598,0.8578,0.8578
lsh_random,True,True,3,20,5,50,10,750,1000,True,0.7712,0.7448,0.7448
lsh_random,True,True,3,20,5,100,10,750,1000,True,0.6708,0.606,0.606
lsh_random,True,True,3,20,5,200,10,750,1000,True,0.631,0.564,0.564
lsh_random,True,True,3,20,5,500,10,750,1000,True,0.4926,0.4252,0.4252
lsh_random,True,True,3,20,5,5,10,1000,1000,True,0.8884,0.8794,0.8794
lsh_random,True,True,3,20,5,10,10,1000,1000,True,0.936,0.8988,0.8988
lsh_random,True,True,3,20,5,20,10,1000,1000,True,0.8598,0.8482,0.8482
lsh_random,True,True,3,20,5,50,10,1000,1000,True,0.7712,0.7224,0.7224
lsh_random,True,True,3,20,5,100,10,1000,1000,True,0.6708,0.6232,0.6232
lsh_random,True,True,3,20,5,200,10,1000,1000,True,0.631,0.5948,0.5948
lsh_random,True,True,3,20,5,500,10,1000,1000,True,0.4926,0.4388,0.4388
lsh_random,True,True,3,20,5,5,10,1250,1000,True,0.8884,0.9094,0.9094
lsh_random,True,True,3,20,5,10,10,1250,1000,True,0.936,0.8566,0.8566
lsh_random,True,True,3,20,5,20,10,1250,1000,True,0.8598,0.874,0.874
lsh_random,True,True,3,20,5,50,10,1250,1000,True,0.7712,0.7388,0.7388
lsh_random,True,True,3,20,5,100,10,1250,1000,True,0.6708,0.6374,0.6374
lsh_random,True,True,3,20,5,200,10,1250,1000,True,0.631,0.5996,0.5996
lsh_random,True,True,3,20,5,500,10,1250,1000,True,0.4926,0.4442,0.4442
lsh_random,True,True,3,20,5,5,10,1500,1000,True,0.8884,0.8414,0.8414
lsh_random,True,True,3,20,5,10,10,1500,1000,True,0.936,0.9354,0.9354
lsh_random,True,True,3,20,5,20,10,1500,1000,True,0.8598,0.87,0.87
lsh_random,True,True,3,20,5,50,10,1500,1000,True,0.7712,0.7626,0.7626
lsh_random,True,True,3,20,5,100,10,1500,1000,True,0.6708,0.6442,0.6442
lsh_random,True,True,3,20,5,200,10,1500,1000,True,0.631,0.5988,0.5988
lsh_random,True,True,3,20,5,500,10,1500,1000,True,0.4926,0.449,0.449
lsh_random,True,True,3,20,5,5,10,1750,1000,True,0.8884,0.8858,0.8858
lsh_random,True,True,3,20,5,10,10,1750,1000,True,0.936,0.9248,0.9248
lsh_random,True,True,3,20,5,20,10,1750,1000,True,0.8598,0.8836,0.8836
lsh_random,True,True,3,20,5,50,10,1750,1000,True,0.7712,0.7518,0.7518
lsh_random,True,True,3,20,5,100,10,1750,1000,True,0.6708,0.654,0.654
lsh_random,True,True,3,20,5,200,10,1750,1000,True,0.631,0.6062,0.6062
lsh_random,True,True,3,20,5,500,10,1750,1000,True,0.4926,0.4588,0.4588
lsh_random,True,True,3,20,5,5,10,2000,1000,True,0.8884,0.856,0.856
lsh_random,True,True,3,20,5,10,10,2000,1000,True,0.936,0.9344,0.9344
lsh_random,True,True,3,20,5,20,10,2000,1000,True,0.8598,0.8658,0.8658
lsh_random,True,True,3,20,5,50,10,2000,1000,True,0.7712,0.7816,0.7816
lsh_random,True,True,3,20,5,100,10,2000,1000,True,0.6708,0.6402,0.6402
lsh_random,True,True,3,20,5,200,10,2000,1000,True,0.631,0.6116,0.6116
lsh_random,True,True,3,20,5,500,10,2000,1000,True,0.4926,0.4664,0.4664
