method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,testing_planes,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_random,True,True,4,20,5,1000,False,5,1,100,1000,True,0.4808,0.4572,0.4572
lsh_random,True,True,4,20,5,1000,False,5,2,100,1000,True,0.369,0.394,0.394
lsh_random,True,True,4,20,5,1000,False,5,5,100,1000,True,0.4034,0.3114,0.3114
lsh_random,True,True,4,20,5,1000,False,5,10,100,1000,True,0.4186,0.2968,0.2968
lsh_random,True,True,4,20,5,1000,False,10,1,100,1000,True,0.2856,0.197,0.197
lsh_random,True,True,4,20,5,1000,False,10,2,100,1000,True,0.3024,0.2238,0.2238
lsh_random,True,True,4,20,5,1000,False,10,5,100,1000,True,0.2404,0.135,0.135
lsh_random,True,True,4,20,5,1000,False,10,10,100,1000,True,0.2416,0.215,0.215
lsh_random,True,True,4,20,5,1000,False,20,1,100,1000,True,0.156,0.0578,0.0578
lsh_random,True,True,4,20,5,1000,False,20,2,100,1000,True,0.2436,0.0668,0.0668
lsh_random,True,True,4,20,5,1000,False,20,5,100,1000,True,0.2358,0.0548,0.0548
lsh_random,True,True,4,20,5,1000,False,20,10,100,1000,True,0.1448,0.0762,0.0762
lsh_random,True,True,4,20,5,1000,False,50,1,100,1000,True,0.1386,0.0482,0.0482
lsh_random,True,True,4,20,5,1000,False,50,2,100,1000,True,0.139,0.0572,0.0572
lsh_random,True,True,4,20,5,1000,False,50,5,100,1000,True,0.1278,0.0568,0.0568
lsh_random,True,True,4,20,5,1000,False,50,10,100,1000,True,0.1658,0.0306,0.0326
lsh_random,True,True,4,20,5,1000,False,100,1,100,1000,True,0.0828,0.0254,0.0254
lsh_random,True,True,4,20,5,1000,False,100,2,100,1000,True,0.0918,0.0236,0.0236
lsh_random,True,True,4,20,5,1000,False,100,5,100,1000,True,0.0976,0.0276,0.0276
lsh_random,True,True,4,20,5,1000,False,100,10,100,1000,True,0.0916,0.0364,0.0364
lsh_random,True,True,4,20,5,1000,False,200,1,100,1000,True,0.0714,0.0124,0.0124
lsh_random,True,True,4,20,5,1000,False,200,2,100,1000,True,0.0526,0.0116,0.0116
lsh_random,True,True,4,20,5,1000,False,200,5,100,1000,True,0.0502,0.0116,0.0116
