method,model_batch_norm,model_dropout,model_layers,model_classes,model_supports,testing_classes,testing_supports,integer_range,unseen,cos_acc,true_lsh_acc,sigmoid_lsh_acc
lsh_one_rest,True,True,3,5,5,5,1,1000,True,0.8552,0.4942,0.8416
lsh_one_rest,True,True,3,5,5,5,2,1000,True,0.817,0.6444,0.755
lsh_one_rest,True,True,3,5,5,5,5,1000,True,0.8928,0.865,0.9112
lsh_one_rest,True,True,3,5,5,5,10,1000,True,0.9298,0.901,0.941
